Date;Open;High;Low;Close;Volume
2023-07-25 10:00:00;121343.58;122949.39;121343.58;122868.16;65173800
2023-07-24 16:45:00;121141.79;121341.69;121080.27;121341.69;157679200
2023-07-24 16:30:00;121072.74;121159.45;121034.91;121078.84;40376700
2023-07-24 16:15:00;121047.15;121201.70;121047.15;121125.16;38823000
2023-07-24 16:00:00;121158.95;121174.19;121059.37;121059.37;25925300
2023-07-24 15:45:00;121184.30;121213.95;121099.99;121163.39;27731400
2023-07-24 15:30:00;121329.67;121329.67;121121.88;121185.46;33784700
2023-07-24 15:15:00;121260.23;121304.71;121223.81;121296.26;22866500
2023-07-24 15:00:00;120958.94;121369.75;120958.94;121271.35;43936800
2023-07-24 14:45:00;121307.05;121307.05;120987.61;120987.61;55231900
2023-07-24 14:30:00;121393.16;121393.16;121198.99;121325.07;36679000
2023-07-24 14:15:00;121478.90;121484.94;121405.26;121409.64;25143100
2023-07-24 14:00:00;121517.11;121560.31;121401.31;121477.43;22677200
2023-07-24 13:45:00;121445.44;121502.86;121445.44;121496.28;17925400
2023-07-24 13:30:00;121446.47;121478.71;121437.36;121458.86;17722500
2023-07-24 13:15:00;121448.90;121507.82;121436.32;121444.20;18853800
2023-07-24 13:00:00;121650.45;121650.45;121444.88;121444.88;17508300
2023-07-24 12:45:00;121759.81;121759.81;121615.44;121670.14;20723500
2023-07-24 12:30:00;121494.21;121771.71;121480.44;121771.71;28312500
2023-07-24 12:15:00;121426.01;121752.35;121349.66;121485.78;27441400
2023-07-24 12:00:00;121376.42;121537.75;121298.47;121396.44;30364300
2023-07-24 11:45:00;120679.88;121634.67;120679.88;121384.58;53847800
2023-07-24 11:30:00;120343.47;120629.65;120305.02;120629.65;27071900
2023-07-24 11:15:00;120303.96;120340.89;120172.37;120321.02;32052100
2023-07-24 11:00:00;120436.00;120531.22;120295.46;120295.46;49722500
2023-07-24 10:45:00;120412.16;120714.91;120337.68;120368.96;42694400
2023-07-24 10:30:00;120398.45;120567.57;120099.34;120379.70;38007200
2023-07-24 10:15:00;120630.91;120630.91;120177.45;120408.15;34005600
2023-07-24 10:00:00;120219.62;120675.99;120189.69;120518.66;63543400
2023-07-21 16:45:00;120227.05;120361.62;120206.90;120216.77;180919400
2023-07-21 16:30:00;120181.63;120273.37;120151.33;120229.15;38429700
2023-07-21 16:15:00;120024.58;120200.31;120023.71;120193.66;29894200
2023-07-21 16:00:00;120128.76;120147.36;120010.43;120016.73;23639500
2023-07-21 15:45:00;120161.78;120206.34;120124.91;120146.20;21212400
2023-07-21 15:30:00;120341.79;120372.03;120171.43;120171.79;23498400
2023-07-21 15:15:00;120051.03;120297.06;120051.03;120297.06;23112300
2023-07-21 15:00:00;119817.54;120080.10;119799.62;120043.51;23009500
2023-07-21 14:45:00;119791.88;119888.70;119791.88;119796.91;27013500
2023-07-21 14:30:00;119958.50;119958.50;119793.87;119793.87;24438800
2023-07-21 14:15:00;120076.70;120088.28;119920.18;119956.22;23010800
2023-07-21 14:00:00;120179.54;120211.72;120065.12;120065.12;17583700
2023-07-21 13:45:00;120162.90;120220.98;120098.34;120192.98;15761500
2023-07-21 13:30:00;120070.14;120160.73;120070.14;120149.16;16890600
2023-07-21 13:15:00;120124.99;120177.45;120061.98;120061.98;19418500
2023-07-21 13:00:00;120216.09;120285.87;120108.24;120124.70;20193200
2023-07-21 12:45:00;120248.42;120249.91;120133.67;120236.30;23645900
2023-07-21 12:30:00;120130.14;120277.02;120130.14;120253.70;32789900
2023-07-21 12:15:00;120197.74;120372.77;120150.27;120155.44;29306100
2023-07-21 12:00:00;120003.61;120218.03;120003.61;120201.70;39480400
2023-07-21 11:45:00;120071.90;120170.50;120019.83;120019.83;38150500
2023-07-21 11:30:00;120138.01;120138.01;119962.97;120046.81;50914300
2023-07-21 11:15:00;120010.47;120365.37;120010.47;120087.30;59755200
2023-07-21 11:00:00;119826.45;120047.85;119748.09;120006.51;83426600
2023-07-21 10:45:00;119317.27;119827.89;119309.39;119776.17;65374800
2023-07-21 10:30:00;119356.90;119512.74;119165.69;119434.70;82812800
2023-07-21 10:15:00;118285.97;119266.92;118285.97;119266.92;56467300
2023-07-21 10:00:00;118090.40;118386.98;118085.75;118250.21;28201200
2023-07-20 16:45:00;118132.38;118144.45;118063.54;118082.90;121458300
2023-07-20 16:30:00;117976.35;118174.41;117976.35;118150.71;47873100
2023-07-20 16:15:00;117843.86;117954.53;117813.28;117937.45;39589400
2023-07-20 16:00:00;117909.58;117963.80;117880.16;117900.58;26683900
2023-07-20 15:45:00;117853.66;117946.03;117853.66;117924.69;26067600
2023-07-20 15:30:00;117761.96;117888.61;117761.96;117870.43;20850200
2023-07-20 15:15:00;117875.42;117994.35;117816.02;117819.41;30109700
2023-07-20 15:00:00;117905.85;117921.30;117798.15;117871.15;27316500
2023-07-20 14:45:00;117910.13;117910.13;117823.01;117882.93;18131200
2023-07-20 14:30:00;117901.28;117970.39;117874.73;117894.43;15982100
2023-07-20 14:15:00;117884.29;117932.55;117863.06;117911.52;17821100
2023-07-20 14:00:00;117825.82;117904.92;117796.17;117882.16;21372500
2023-07-20 13:45:00;117746.40;117834.17;117735.86;117795.73;24687400
2023-07-20 13:30:00;117881.23;117902.11;117751.57;117751.57;21835600
2023-07-20 13:15:00;117971.60;117980.26;117860.60;117875.12;15599800
2023-07-20 13:00:00;118009.02;118051.12;117908.97;117952.08;22591100
2023-07-20 12:45:00;117937.64;118015.56;117863.20;118015.56;17371900
2023-07-20 12:30:00;118060.66;118060.66;117817.01;117952.33;22245800
2023-07-20 12:15:00;118144.63;118183.03;118018.72;118065.65;27583100
2023-07-20 12:00:00;117980.14;118290.29;117980.14;118201.41;35605100
2023-07-20 11:45:00;117785.72;118000.97;117748.87;118000.97;30400700
2023-07-20 11:30:00;117680.11;117795.43;117557.29;117719.87;38261400
2023-07-20 11:15:00;117843.42;117971.68;117627.43;117670.29;35585200
2023-07-20 11:00:00;117996.68;118078.42;117784.75;117790.14;43527400
2023-07-20 10:45:00;117529.29;118034.87;117500.43;117982.31;31663600
2023-07-20 10:30:00;117971.52;117984.52;117484.27;117568.65;53059400
2023-07-20 10:15:00;117977.83;118130.97;117910.71;118010.47;31756900
2023-07-20 10:00:00;117558.37;118199.79;117551.37;117996.24;34303800
2023-07-19 16:45:00;117491.04;117568.79;117479.72;117552.07;142506000
2023-07-19 16:30:00;117590.12;117608.79;117485.37;117492.24;38256800
2023-07-19 16:15:00;117681.92;117713.48;117566.05;117590.57;33661200
2023-07-19 16:00:00;117709.09;117797.59;117625.75;117657.96;35199500
2023-07-19 15:45:00;117691.52;118011.46;117691.52;117773.44;38969200
2023-07-19 15:30:00;117445.04;117818.16;117417.23;117725.16;43189700
2023-07-19 15:15:00;117148.14;117439.36;117133.39;117417.86;28994000
2023-07-19 15:00:00;117107.66;117180.85;117084.05;117170.80;23508300
2023-07-19 14:45:00;117146.00;117149.63;117046.32;117118.26;20518600
2023-07-19 14:30:00;117098.62;117243.40;117088.03;117136.48;28418000
2023-07-19 14:15:00;117099.82;117113.98;117064.17;117091.51;18003500
2023-07-19 14:00:00;117003.35;117060.28;116912.97;117060.28;24014800
2023-07-19 13:45:00;116963.36;116982.21;116897.81;116982.21;17150400
2023-07-19 13:30:00;116903.88;116973.13;116853.65;116955.27;16102000
2023-07-19 13:15:00;116789.38;116901.57;116789.38;116901.57;20281900
2023-07-19 13:00:00;116660.86;116789.10;116659.55;116766.90;24775300
2023-07-19 12:45:00;116961.61;116990.11;116690.73;116690.73;29408900
2023-07-19 12:30:00;117059.56;117082.76;116829.05;116960.44;30645800
2023-07-19 12:15:00;116970.00;117023.59;116878.23;117023.59;27839700
2023-07-19 12:00:00;117210.92;117210.92;116917.60;116985.88;38349100
2023-07-19 11:45:00;117326.99;117326.99;117218.40;117218.40;26642100
2023-07-19 11:30:00;117609.50;117619.24;117263.54;117293.82;49899200
2023-07-19 11:15:00;117515.18;117781.22;117515.18;117644.50;22329500
2023-07-19 11:00:00;117913.83;117913.83;117527.05;117527.05;32536500
2023-07-19 10:45:00;117563.55;117830.76;117486.90;117830.76;40565500
2023-07-19 10:30:00;117442.51;117929.04;117442.51;117678.95;39549000
2023-07-19 10:15:00;117567.39;117596.90;117166.79;117547.55;41854800
2023-07-19 10:00:00;117841.92;117846.04;117116.82;117524.54;42685800
2023-07-18 16:45:00;117952.14;118043.47;117829.29;117841.19;128425800
2023-07-18 16:30:00;117733.86;117999.56;117733.86;117964.56;51475900
2023-07-18 16:15:00;117740.26;117740.26;117636.03;117736.62;32671400
2023-07-18 16:00:00;117826.58;117871.65;117682.38;117756.11;33888800
2023-07-18 15:45:00;117964.51;118009.26;117836.98;117836.98;20626000
2023-07-18 15:30:00;117921.84;118041.28;117891.12;117940.68;23468000
2023-07-18 15:15:00;117901.80;117945.04;117868.53;117899.72;25226100
2023-07-18 15:00:00;117917.69;117996.83;117866.85;117902.49;26704500
2023-07-18 14:45:00;117988.63;118039.18;117910.08;117940.83;25109900
2023-07-18 14:30:00;117823.53;118044.51;117819.02;117985.59;37855800
2023-07-18 14:15:00;117559.73;117820.68;117559.73;117817.65;16412700
2023-07-18 14:00:00;117557.03;117579.59;117324.10;117532.51;48405500
2023-07-18 13:45:00;118167.14;118167.14;117637.58;117637.58;41897100
2023-07-18 13:30:00;118318.18;118352.40;118217.46;118217.46;15103600
2023-07-18 13:15:00;118383.74;118383.74;118262.93;118316.17;12156700
2023-07-18 13:00:00;118371.01;118395.46;118300.13;118388.01;12370600
2023-07-18 12:45:00;118310.37;118364.52;118277.96;118364.52;13484800
2023-07-18 12:30:00;118100.39;118317.51;118100.39;118316.43;12132400
2023-07-18 12:15:00;118373.19;118412.44;118042.38;118092.01;27296300
2023-07-18 12:00:00;118452.58;118484.36;118313.58;118393.63;19738200
2023-07-18 11:45:00;118340.68;118464.29;118231.07;118464.29;27290700
2023-07-18 11:30:00;118489.98;118549.42;118293.09;118397.02;19225700
2023-07-18 11:15:00;118441.60;118484.50;118296.25;118455.30;27066300
2023-07-18 11:00:00;118727.19;118727.19;118362.84;118439.10;30749800
2023-07-18 10:45:00;118252.35;118731.86;118209.61;118699.73;32354300
2023-07-18 10:30:00;117945.22;118622.78;117693.29;118253.44;41691900
2023-07-18 10:15:00;118020.09;118020.09;117698.76;117958.00;28125800
2023-07-18 10:00:00;118217.99;118221.12;117911.47;117940.35;30601900
2023-07-17 16:45:00;118129.29;118222.61;118097.42;118219.46;142365700
2023-07-17 16:30:00;117839.67;118105.70;117827.60;118103.47;33506400
2023-07-17 16:15:00;117918.34;117987.69;117835.63;117835.63;29581600
2023-07-17 16:00:00;117891.13;117971.49;117885.20;117925.18;17859700
2023-07-17 15:45:00;117919.73;117969.13;117886.57;117886.57;16848300
2023-07-17 15:30:00;117943.35;117954.70;117866.23;117877.48;17388300
2023-07-17 15:15:00;118010.40;118033.70;117936.24;117938.34;15166400
2023-07-17 15:00:00;118137.06;118137.06;117964.28;117993.55;26106600
2023-07-17 14:45:00;118099.77;118302.34;118099.77;118112.16;35191400
2023-07-17 14:30:00;117681.47;118192.80;117666.87;118109.77;35680600
2023-07-17 14:15:00;117744.97;117775.78;117634.01;117670.97;17748400
2023-07-17 14:00:00;117758.87;117792.83;117691.01;117755.66;15285700
2023-07-17 13:45:00;117755.45;117805.48;117730.90;117769.10;16250800
2023-07-17 13:30:00;117765.14;117819.30;117696.55;117775.79;12793900
2023-07-17 13:15:00;117643.37;117764.48;117613.39;117764.48;13742200
2023-07-17 13:00:00;117427.59;117678.59;117414.84;117612.49;16450000
2023-07-17 12:45:00;117377.93;117399.77;117293.65;117331.78;12119700
2023-07-17 12:30:00;117430.13;117473.68;117327.96;117376.45;11822600
2023-07-17 12:15:00;117348.52;117592.37;117348.52;117430.50;22797900
2023-07-17 12:00:00;117328.49;117409.66;117269.76;117342.55;21007700
2023-07-17 11:45:00;117305.86;117327.55;117164.29;117315.95;22243200
2023-07-17 11:30:00;117278.27;117364.21;117197.54;117364.21;28052500
2023-07-17 11:15:00;117309.17;117309.17;117154.19;117228.64;18728700
2023-07-17 11:00:00;117462.78;117632.19;117140.47;117321.47;33776200
2023-07-17 10:45:00;116920.13;117744.69;116920.13;117550.38;49939200
2023-07-17 10:30:00;117016.50;117076.40;116591.12;116915.75;48043500
2023-07-17 10:15:00;116828.59;117535.14;116828.59;117037.45;50346600
2023-07-17 10:00:00;117710.54;117711.13;116760.89;116838.62;41550300
2023-07-14 16:45:00;117689.67;117735.69;117620.08;117710.54;124750000
2023-07-14 16:30:00;117595.00;117765.62;117595.00;117707.03;49129100
2023-07-14 16:15:00;117649.39;117721.53;117549.74;117590.52;32075600
2023-07-14 16:00:00;117602.88;117666.41;117525.54;117658.43;30734400
2023-07-14 15:45:00;117655.71;117734.26;117583.25;117583.25;19602000
2023-07-14 15:30:00;117700.67;117700.67;117551.69;117647.15;27087800
2023-07-14 15:15:00;117609.38;117763.91;117556.37;117740.73;29212000
2023-07-14 15:00:00;117790.42;117841.85;117632.75;117663.33;27176100
2023-07-14 14:45:00;118024.45;118024.45;117838.02;117838.02;22359500
2023-07-14 14:30:00;118099.30;118139.80;118009.16;118036.28;26308000
2023-07-14 14:15:00;118001.62;118126.62;117913.51;118071.26;26493500
2023-07-14 14:00:00;118070.68;118076.54;117959.65;117966.33;15275000
2023-07-14 13:45:00;118002.05;118131.08;117958.85;118089.38;15111700
2023-07-14 13:30:00;118002.82;118068.31;117885.08;118027.13;17232100
2023-07-14 13:15:00;118343.29;118343.29;117915.41;118002.81;34682500
2023-07-14 13:00:00;118420.15;118444.70;118321.10;118360.65;16822900
2023-07-14 12:45:00;118433.65;118473.21;118407.11;118445.09;12300000
2023-07-14 12:30:00;118472.65;118501.39;118429.06;118447.49;13352500
2023-07-14 12:15:00;118531.09;118555.34;118416.02;118471.79;18053200
2023-07-14 12:00:00;118380.85;118565.23;118342.53;118565.23;20778900
2023-07-14 11:45:00;118425.26;118446.33;118080.28;118370.22;33828700
2023-07-14 11:30:00;118591.83;118690.13;118383.04;118426.19;29508300
2023-07-14 11:15:00;118814.36;118814.36;118606.74;118654.85;30372100
2023-07-14 11:00:00;118732.82;118969.57;118668.19;118792.05;41139100
2023-07-14 10:45:00;118380.41;118738.05;118375.75;118738.05;41147500
2023-07-14 10:30:00;118704.25;118704.25;118386.58;118489.41;44572400
2023-07-14 10:15:00;119012.24;119012.24;118572.26;118685.61;53930100
2023-07-14 10:00:00;119268.24;119328.65;118877.98;119071.56;46504400
2023-07-13 16:45:00;119341.86;119343.70;119263.89;119263.89;138568900
2023-07-13 16:30:00;119341.89;119380.47;119264.27;119339.75;38124200
2023-07-13 16:15:00;119342.58;119394.31;119308.50;119385.64;35176300
2023-07-13 16:00:00;119273.77;119359.24;119253.24;119337.23;27876700
2023-07-13 15:45:00;119252.89;119301.97;119190.93;119288.61;30764700
2023-07-13 15:30:00;119525.31;119528.43;119242.56;119242.56;38841200
2023-07-13 15:15:00;119537.54;119555.67;119475.39;119526.25;20474600
2023-07-13 15:00:00;119500.54;119550.30;119465.08;119527.05;16971700
2023-07-13 14:45:00;119440.47;119525.05;119440.47;119498.23;15370800
2023-07-13 14:30:00;119414.88;119462.45;119368.90;119431.59;25123600
2023-07-13 14:15:00;119572.61;119572.61;119399.12;119413.45;17376600
2023-07-13 14:00:00;119641.57;119670.45;119569.06;119572.41;18442500
2023-07-13 13:45:00;119615.21;119694.09;119606.23;119645.65;17418500
2023-07-13 13:30:00;119648.60;119739.09;119600.81;119607.16;22026000
2023-07-13 13:15:00;119512.63;119670.32;119511.04;119620.33;23830800
2023-07-13 13:00:00;119470.52;119514.47;119437.45;119492.08;19304100
2023-07-13 12:45:00;119365.13;119476.26;119354.01;119459.13;19804300
2023-07-13 12:30:00;119331.58;119391.79;119186.79;119391.79;23513500
2023-07-13 12:15:00;119355.00;119392.72;119333.59;119362.02;23427600
2023-07-13 12:00:00;119543.47;119556.58;119333.83;119333.83;43333700
2023-07-13 11:45:00;119540.65;119599.57;119458.38;119538.37;26967800
2023-07-13 11:30:00;119598.44;119649.21;119530.47;119554.68;27189500
2023-07-13 11:15:00;119576.44;119576.44;119413.77;119512.70;36021700
2023-07-13 11:00:00;119603.39;119609.18;119432.92;119554.28;42622800
2023-07-13 10:45:00;119376.99;119660.77;119231.24;119588.82;48700400
2023-07-13 10:30:00;119047.60;119369.69;118879.93;119369.69;45955300
2023-07-13 10:15:00;118318.37;119054.85;118318.37;119038.63;45067600
2023-07-13 10:00:00;117670.79;118312.78;117668.13;118312.78;37640600
2023-07-12 16:45:00;117731.97;117802.03;117600.66;117666.49;140393100
2023-07-12 16:30:00;117958.76;117985.16;117687.53;117687.53;38533300
2023-07-12 16:15:00;118127.87;118127.87;117804.60;117940.51;35946900
2023-07-12 16:00:00;118077.98;118145.99;118028.53;118123.17;24359700
2023-07-12 15:45:00;118117.07;118160.81;118002.69;118071.94;24063700
2023-07-12 15:30:00;118096.57;118098.51;118003.30;118098.51;20127300
2023-07-12 15:15:00;118097.40;118119.87;118056.58;118107.61;15861800
2023-07-12 15:00:00;118069.74;118091.61;117982.19;118087.51;20462300
2023-07-12 14:45:00;118086.33;118102.15;117802.11;118063.67;27250500
2023-07-12 14:30:00;118201.65;118201.65;118092.12;118101.41;18181900
2023-07-12 14:15:00;118017.46;118232.59;117985.39;118217.10;18564200
2023-07-12 14:00:00;118278.64;118290.61;117924.37;118001.10;23618900
2023-07-12 13:45:00;118313.95;118375.05;118287.79;118294.65;22122300
2023-07-12 13:30:00;118459.91;118513.43;118300.46;118301.01;19902800
2023-07-12 13:15:00;118422.24;118527.14;118422.24;118477.14;13920600
2023-07-12 13:00:00;118505.65;118532.29;118357.20;118424.19;15389600
2023-07-12 12:45:00;118330.70;118517.76;118118.65;118511.39;21045900
2023-07-12 12:30:00;118625.77;118707.65;118190.69;118330.95;34664700
2023-07-12 12:15:00;118875.29;118882.36;118547.97;118622.98;28510000
2023-07-12 12:00:00;118910.37;119004.69;118873.15;118883.58;24633100
2023-07-12 11:45:00;118779.40;118945.66;118689.20;118921.08;26561400
2023-07-12 11:30:00;118821.17;118821.17;118679.50;118816.92;27570200
2023-07-12 11:15:00;118836.89;118921.93;118701.73;118811.90;35409200
2023-07-12 11:00:00;118870.49;118938.91;118818.01;118850.26;25740600
2023-07-12 10:45:00;118815.22;118975.91;118682.68;118881.45;40400000
2023-07-12 10:30:00;118603.63;119156.48;118595.33;118844.67;53564100
2023-07-12 10:15:00;118500.54;118713.39;118383.67;118571.80;42623400
2023-07-12 10:00:00;117557.13;118727.57;117557.13;118520.84;46268700
2023-07-11 16:45:00;117588.02;117688.79;117219.95;117219.95;157334000
2023-07-11 16:30:00;117702.42;117708.68;117522.25;117558.54;48859500
2023-07-11 16:15:00;117604.58;117772.68;117590.99;117691.79;38393800
2023-07-11 16:00:00;117525.02;117659.90;117522.44;117626.95;22361700
2023-07-11 15:45:00;117525.03;117560.48;117488.99;117510.03;23826400
2023-07-11 15:30:00;117417.40;117532.85;117417.40;117532.85;21523900
2023-07-11 15:15:00;117514.01;117523.39;117310.97;117394.09;26309000
2023-07-11 15:00:00;117556.74;117556.74;117450.08;117526.13;22369300
2023-07-11 14:45:00;117520.80;117555.42;117434.18;117515.05;23252900
2023-07-11 14:30:00;117611.33;117612.08;117459.59;117505.97;23851800
2023-07-11 14:15:00;117554.43;117648.78;117490.47;117572.37;24534800
2023-07-11 14:00:00;117504.31;117649.39;117449.07;117597.21;22912600
2023-07-11 13:45:00;117297.72;117545.02;117297.72;117510.99;20167900
