Date;Open;High;Low;Close
08/08/2023 10:30;118048.19;118164.72;117734.49;118164.72
08/08/2023 10:15;117991.17;118031.05;117676.28;118008.06
08/08/2023 10:00;119378.14;119378.20;117491.95;117964.69
07/08/2023 16:45;119410.27;119410.27;119318.00;119379.50
07/08/2023 16:30;119447.83;119485.88;119337.59;119435.70
07/08/2023 16:15;119342.65;119485.58;119342.65;119447.08
07/08/2023 16:00;119480.57;119504.94;119352.04;119370.69
07/08/2023 15:45;119561.98;119595.38;119394.31;119463.84
07/08/2023 15:30;119526.78;119602.92;119464.62;119544.89
07/08/2023 15:15;119546.84;119554.04;119461.64;119489.85
07/08/2023 15:00;119574.84;119677.04;119527.73;119559.59
07/08/2023 14:45;119407.79;119571.76;119407.79;119571.76
07/08/2023 14:30;119291.43;119477.44;119291.43;119465.90
07/08/2023 14:15;119177.82;119321.62;119177.82;119289.99
07/08/2023 14:00;119352.55;119385.68;119196.02;119196.02
07/08/2023 13:45;119314.93;119381.38;119222.26;119359.36
07/08/2023 13:30;119249.84;119322.83;119204.71;119297.87
07/08/2023 13:15;119249.02;119288.29;119142.01;119250.13
07/08/2023 13:00;119198.03;119297.35;119167.75;119279.58
07/08/2023 12:45;119204.43;119285.64;119187.34;119210.06
07/08/2023 12:30;119143.75;119250.56;119058.04;119222.28
07/08/2023 12:15;119139.88;119265.07;119058.09;119155.90
07/08/2023 12:00;119047.95;119144.72;118893.90;119144.72
07/08/2023 11:45;119292.03;119483.86;118997.30;119088.87
07/08/2023 11:30;119190.22;119377.32;119161.90;119326.19
07/08/2023 11:15;119310.62;119310.62;119137.54;119190.40
07/08/2023 11:00;119316.39;119316.39;118982.84;119265.16
07/08/2023 10:45;119164.91;119409.11;119013.44;119257.77
07/08/2023 10:30;119794.16;119826.82;119191.89;119191.89
07/08/2023 10:15;119349.08;120103.93;119290.29;119895.11
07/08/2023 10:00;119509.35;119602.01;119307.65;119462.51
04/08/2023 16:45;119240.60;119507.68;119218.69;119507.68
04/08/2023 16:30;119394.76;119659.01;119215.02;119273.84
04/08/2023 16:15;119558.83;119665.92;119343.91;119396.72
04/08/2023 16:00;119728.14;119743.30;119423.21;119581.54
04/08/2023 15:45;119717.47;119889.74;119570.22;119743.01
04/08/2023 15:30;119892.48;119978.23;119664.09;119664.09
04/08/2023 15:15;120356.37;120389.89;119760.41;119939.69
04/08/2023 15:00;120679.10;120693.15;120225.91;120377.03
04/08/2023 14:45;120790.92;120831.59;120636.38;120674.92
04/08/2023 14:30;120824.31;120877.46;120745.14;120787.90
04/08/2023 14:15;120918.12;120922.64;120809.98;120810.70
04/08/2023 14:00;121111.16;121111.16;120858.43;120943.83
04/08/2023 13:45;121165.68;121165.68;121083.01;121112.34
04/08/2023 13:30;121292.97;121324.35;121119.92;121132.21
04/08/2023 13:15;121267.22;121339.14;121224.05;121261.33
04/08/2023 13:00;121333.07;121384.43;121185.02;121185.02
04/08/2023 12:45;121398.30;121442.02;121303.44;121327.96
04/08/2023 12:30;121107.57;121399.92;121107.57;121399.92
04/08/2023 12:15;121052.02;121120.14;120945.45;121120.14
04/08/2023 12:00;121034.61;121115.15;120836.86;121053.57
04/08/2023 11:45;120987.30;120995.95;120805.51;120995.95
04/08/2023 11:30;120753.85;120990.22;120708.52;120941.69
04/08/2023 11:15;120258.87;120774.42;120258.87;120774.42
04/08/2023 11:00;119703.47;120278.19;119698.13;120278.19
04/08/2023 10:45;120266.05;120498.14;119751.14;119751.14
04/08/2023 10:30;120371.36;120371.36;120071.65;120320.21
04/08/2023 10:15;119786.36;120415.21;119738.53;120404.25
04/08/2023 10:00;120585.58;120585.58;119793.68;119793.68
03/08/2023 16:45;120592.20;120642.83;120550.52;120585.77
03/08/2023 16:30;120380.39;120644.89;120380.39;120585.76
03/08/2023 16:15;120647.24;120688.93;120365.38;120365.38
03/08/2023 16:00;121020.46;121045.68;120637.61;120637.61
03/08/2023 15:45;121091.43;121162.52;120990.49;120990.49
03/08/2023 15:30;121128.44;121153.85;121013.65;121073.32
03/08/2023 15:15;121093.73;121167.68;121053.05;121128.18
03/08/2023 15:00;121255.57;121272.11;121062.92;121085.03
03/08/2023 14:45;121239.77;121488.83;121177.94;121290.57
03/08/2023 14:30;121202.50;121357.49;121183.17;121229.42
03/08/2023 14:15;120969.67;121231.74;120969.67;121197.00
03/08/2023 14:00;120938.29;121004.08;120708.41;120957.56
03/08/2023 13:45;121015.51;121015.51;120892.75;120944.05
03/08/2023 13:30;121034.24;121086.82;120950.85;121019.09
03/08/2023 13:15;121312.08;121339.19;121038.42;121096.11
03/08/2023 13:00;121390.13;121400.75;121305.90;121342.97
03/08/2023 12:45;121545.77;121618.23;121400.33;121407.16
03/08/2023 12:30;121529.48;121591.71;121457.83;121566.81
03/08/2023 12:15;121219.47;121558.45;121218.26;121537.28
03/08/2023 12:00;121099.04;121248.54;121080.67;121185.54
03/08/2023 11:45;121285.80;121409.70;120988.57;121096.55
03/08/2023 11:30;120641.82;121254.32;120641.82;121233.59
03/08/2023 11:15;120953.74;121077.21;120630.70;120650.27
03/08/2023 11:00;121004.99;121165.99;120821.47;121015.67
03/08/2023 10:45;121850.40;121850.40;121101.14;121101.14
03/08/2023 10:30;121837.01;122619.14;121837.01;121854.74
03/08/2023 10:15;121690.77;122168.64;121633.06;121864.70
03/08/2023 10:00;120859.46;122070.02;120859.46;121624.22
02/08/2023 16:45;120771.22;120858.72;120725.92;120858.72
02/08/2023 16:30;120868.80;120884.69;120674.43;120772.25
02/08/2023 16:15;121058.83;121248.06;120837.24;120863.21
02/08/2023 16:00;120627.16;121002.62;120627.16;120986.04
02/08/2023 15:45;120585.30;120684.17;120576.59;120618.47
02/08/2023 15:30;120756.03;120756.03;120578.23;120578.23
02/08/2023 15:15;120573.34;120746.69;120572.58;120746.69
02/08/2023 15:00;120371.55;120574.00;120348.98;120574.00
02/08/2023 14:45;120265.78;120381.10;120265.78;120363.10
02/08/2023 14:30;120329.28;120373.54;120271.36;120271.36
02/08/2023 14:15;120372.56;120396.81;120304.44;120318.84
02/08/2023 14:00;120217.42;120490.11;120200.17;120416.01
02/08/2023 13:45;120267.94;120299.40;120071.13;120186.71
02/08/2023 13:30;120251.39;120374.33;120213.91;120279.15
02/08/2023 13:15;120270.05;120358.76;120214.61;120248.39
02/08/2023 13:00;120304.58;120338.63;120172.23;120268.26
02/08/2023 12:45;120369.38;120427.69;120321.16;120345.01
02/08/2023 12:30;120384.20;120384.20;120288.87;120359.34
02/08/2023 12:15;120141.06;120460.30;120082.50;120401.08
02/08/2023 12:00;119861.81;120153.27;119861.81;120153.27
02/08/2023 11:45;120281.93;120437.36;119797.92;119840.14
02/08/2023 11:30;120622.40;120755.04;120244.66;120269.14
02/08/2023 11:15;120524.27;120688.72;120410.65;120670.09
02/08/2023 11:00;120799.04;120841.53;120498.76;120528.67
02/08/2023 10:45;120531.02;120741.96;120531.02;120737.86
02/08/2023 10:30;120899.35;120899.35;120352.82;120507.41
02/08/2023 10:15;120766.26;120903.97;120668.34;120869.14
02/08/2023 10:00;121249.27;121251.53;120568.78;120662.74
01/08/2023 16:45;121109.88;121248.39;121108.50;121248.39
01/08/2023 16:30;121141.54;121484.12;121107.54;121110.03
01/08/2023 16:15;120982.66;121172.00;120947.69;121172.00
01/08/2023 16:00;121042.69;121076.14;120966.46;120977.27
01/08/2023 15:45;120937.41;121115.83;120937.41;121048.21
01/08/2023 15:30;120919.40;120962.67;120893.66;120948.73
01/08/2023 15:15;121021.07;121052.24;120884.06;120907.38
01/08/2023 15:00;120943.32;121018.88;120874.27;120991.22
01/08/2023 14:45;121092.05;121092.05;120895.29;120951.90
01/08/2023 14:30;120725.27;121135.46;120714.90;121047.02
01/08/2023 14:15;120625.10;120814.90;120625.10;120782.61
01/08/2023 14:00;120635.19;120671.40;120610.90;120634.62
01/08/2023 13:45;120676.24;120676.24;120588.17;120635.81
01/08/2023 13:30;120426.15;120669.59;120413.36;120669.59
01/08/2023 13:15;120288.15;120482.23;120288.15;120422.79
01/08/2023 13:00;120643.78;120643.78;120153.62;120238.64
01/08/2023 12:45;120830.15;120871.34;120609.81;120609.81
01/08/2023 12:30;120802.14;120944.40;120775.72;120817.35
01/08/2023 12:15;120827.57;120827.57;120684.29;120783.87
01/08/2023 12:00;120740.30;120905.23;120648.73;120863.95
01/08/2023 11:45;120951.21;120951.21;120672.00;120742.84
01/08/2023 11:30;121086.08;121119.16;120726.06;120916.23
01/08/2023 11:15;121258.57;121258.57;120810.41;121083.44
01/08/2023 11:00;121376.12;121552.74;121224.23;121273.83
01/08/2023 10:45;120793.77;121547.94;120793.77;121401.74
01/08/2023 10:30;121098.17;121098.17;120462.44;120771.77
01/08/2023 10:15;121224.01;121325.05;121093.91;121142.27
01/08/2023 10:00;121944.64;121944.64;120948.16;121191.60
31/07/2023 16:45;121921.14;121993.90;121862.83;121942.98
31/07/2023 16:30;121748.68;121939.74;121748.68;121925.70
31/07/2023 16:15;121710.75;121750.49;121656.71;121738.36
31/07/2023 16:00;121871.37;121875.57;121617.78;121700.13
31/07/2023 15:45;121802.42;121903.52;121787.04;121877.33
31/07/2023 15:30;121866.72;121875.64;121780.14;121808.55
31/07/2023 15:15;121967.95;121967.95;121821.58;121883.56
31/07/2023 15:00;121901.71;122040.57;121901.71;121994.89
31/07/2023 14:45;121855.80;121941.19;121855.54;121898.28
31/07/2023 14:30;121668.35;121986.91;121664.92;121865.41
31/07/2023 14:15;121729.32;121729.32;121519.49;121656.07
31/07/2023 14:00;121848.28;121873.84;121782.43;121782.43
31/07/2023 13:45;121876.99;121949.23;121834.79;121854.57
31/07/2023 13:30;121864.65;121891.99;121818.37;121891.62
31/07/2023 13:15;121956.40;121984.45;121859.02;121873.89
31/07/2023 13:00;121979.72;121988.33;121932.98;121957.99
31/07/2023 12:45;122050.96;122124.38;121951.86;121980.10
31/07/2023 12:30;122034.23;122148.81;121999.22;122066.20
31/07/2023 12:15;121974.95;122070.21;121952.72;122047.04
31/07/2023 12:00;121865.01;121998.50;121859.73;121998.50
31/07/2023 11:45;121740.91;121860.41;121710.64;121859.23
31/07/2023 11:30;121703.27;121769.51;121650.08;121764.55
31/07/2023 11:15;121725.23;121728.66;121645.10;121653.27
31/07/2023 11:00;121776.98;121999.55;121701.15;121708.75
31/07/2023 10:45;121923.76;122071.87;121666.40;121759.89
31/07/2023 10:30;121495.48;121945.91;121494.82;121945.91
31/07/2023 10:15;120957.77;121696.79;120957.77;121464.48
31/07/2023 10:00;120187.87;121221.71;120187.87;120994.28
